UNIQUE ID CODE ,seasonyear,seasonphase,year,month,day,date_local,time_local,time (UTC),date (UTC),loc id,site name nickname,location,latitude,longitude,Latitude DMS specific,Longitude DMS specific,Latitude DD specific,Longitude DD specific,operator id,ship operator,Vessel Name,secchi depth,euphotic zone (Zeu),secchi,CTD cast,CTD cast file name,Lugol collected (#),Micro processed (Y/N),Microscopy Sample ID,Net + lugol collected (#),Filter collected (#),Genetics_18sv9_Sample ID,d180 isotope,HydroColor,Comments
FP_CC_20190115_1,2018 2019,3,2019,01,15,15/Jan/19,14:55,17:55,2019-01-15,CC,Cierva Cove,Cierva Cove,-64.15600,-60.87300,64°07.396',60°56.703',NA,NA,PL,Polar Latitudes,-999,8.2,11.11,1,1,CC1735003_20190115_181003.csv,1,,,,1,,NA,,
FP_BB_20190117_1,2018 2019,3,2019,01,17,17/Jan/19,13:27,16:27,2019-01-17,BB,Brown Bluff,Brown Bluff,-63.52000,-56.87300,NA,NA,-63.5136254,-56.868747,-999,-999,-999,-999,-999,0,0,-999,0,,,,0,,,,
FP_WH_20190118_1,2018 2019,3,2019,01,18,18/Jan/19,15:30,18:30,2019-01-18,WH,Wilhelmina Bay,Wilhelmina Bay,-64.64200,-62.16000,64°39.41’S,62°08.14’W,-64.6614,-62.1372,HU,Hurtigruten Expeditions,Midnatsol,8.13,11.01,1,1,CC1627007_20190118_150840.csv,1,,,,1,sample_145,NA,,
FP_DI_20190119_1,2018 2019,3,2019,01,19,19/Jan/19,11:00,14:00,2019-01-19,DI,Danco Island,Danco Island,-64.74600,-62.62200,64°45.03'S,062°36.19'W,-64.7508,-62.6053,HU,Hurtigruten Expeditions,Midnatsol,6.41,8.68,1,0,-999,1,,,,1,sample_108,NA,,
FP_CI_20190119_1,2018 2019,3,2019,01,19,19/Jan/19,18:55,21:55,2019-01-19,CI,Cuverville Island,Cuverville Island,-64.67100,-62.61100,64°40.2’S,62°38.4’W,-64.6672,-62.6344,QE,Quixote Expeditions,-999,3.8,5.15,1,1,CC1735004_20190119_215444.csv,1,,,,1,sample_100,NA,,
FP_CC_20190119_1,2018 2019,3,2019,01,19,19/Jan/19,-999,-999,2019-01-19,CC,Cierva Cove,Cierva Cove,-64.15600,-60.87300,64°7.41’S,60°56.79’W,-64.1281,-60.9553,PL,Polar Latitudes,-999,-999,-999,0,0,-999,0,N,,,1,sample_089,NA,,
FP_NH_20190121_1,2018 2019,3,2019,01,21,21/Jan/19,9:29,12:29,2019-01-21,NH,Neko Harbour,Neko Harbour,-64.85090,-62.54185,64°50.57’S,62°32.22’W,-64.8492,-62.5394,A21,Antarctica21,Ocean Nova,8,10.84,1,1,CC1838012_20190121_123905.csv,1,,,,1,sample_119,NA,,
FP_WH_20190121_1,2018 2019,3,2019,01,21,21/Jan/19,16:00,19:00,2019-01-21,WH,Wilhelmina Bay,Wilhelmina Bay,-64.64200,-62.16000,64°39.41’S,62°08.14’W,-64.6614,-62.1372,A21,Antarctica21,Ocean Nova,5.5,7.45,1,1,CC1838012_20190121_203125.csv,1,,,,1,sample_146,NA,,
FP_PT_20190122_1,2018 2019,3,2019,01,22,22/Jan/19,18:44,21:44,2019-01-22,PT,Petermann Island,Petermann Island,-65.17300,-64.11600,65°10.95’S,64°08.21’W,-65.1931,-64.1392,QE,Quixote Expeditions,-999,4.3,5.82,1,1,CC1735004_20190122_215407.csv,1,,,,1,sample_159,NA,,
FP_FB_20190124_1,2018 2019,3,2019,01,24,24/Jan/19,NA,-999,2019-01-24,FB,Fournier Bay,Fournier Bay,-64.53300,-63.15000,NA,NA,-64.5247883,-63.1664946,-999,-999,-999,-999,-999.00,0,1,CC1838012_20190124_172000.csv,0,,,,0,,,,
FP_DI_20190126_1,2018 2019,3,2019,01,26,26/Jan/19,9:05,12:05,2019-01-26,DI,Danco Island,Danco Island,-64.74600,-62.62200,64°45.03'S,062°36.19'W,-64.7508,-62.6053,GA,G Adventures,Expedition,6.56,8.89,1,3,"CC1531002_20190126_124021.csv,CC1531002_20190126_124936.csv,CC1838012_20190126_125603.csv",1,,,,1,sample_109,NA,,
FP_PB_20190126_1,2018 2019,3,2019,01,26,26/Jan/19,9:48,12:48,2019-01-26,PB,Pleneau Bay,Pleneau Bay,-65.08900,-64.04600,-65.0887,-64.0459,-65.0887,-64.0459,A21,Antarctica21,Ocean Nova,5,6.77,1,1,CC1838012_20190126_125603.csv,1,,,,1,sample_158,NA,,
FP_CI_20190126_1,2018 2019,3,2019,01,26,26/Jan/19,14:35,17:35,2019-01-26,CI,Cuverville Island,Cuverville Island,-64.67100,-62.61100,64°40.2’S,62°38.4’W,-64.6672,-62.6344,GA,G Adventures,Expedition,9.16,12.41,1,4,"CC1531002_20190126_175834.csv,CC1531002_20190126_180900.csv,CC1531002_20190126_181644.csv,CC1838012_20190126_205551.csv",1,,,,1,sample_101,NA,,
FP_NH_20190127_1,2018 2019,3,2019,01,27,27/Jan/19,8:50,11:50,2019-01-27,NH,Neko Harbour,Neko Harbour,-64.85090,-62.54185,64°50.57’S,62°32.22’W,-64.8492,-62.5394,GA,G Adventures,Expedition,7.06,9.56,1,2,"CC1531002_20190127_122055.csv,CC1531002_20190127_123633.csv",1,,,,1,sample_120,NA,,
FP_PH_20190127_1,2018 2019,3,2019,01,27,27/Jan/19,11:45,14:45,2019-01-27,PH,Paradise Harbour,Paradise Harbour,-64.91200,-62.86200,NA,NA,-64.8944235,-62.8708816,A21,Antarctica21,Ocean Nova,5.5,7.45,1,1,CC1838012_20190127_144152.csv,1,,,,1,sample_140,NA,,
FP_NH_20190127_2,2018 2019,3,2019,01,27,27/Jan/19,14:48,17:48,2019-01-27,NH,Neko Harbour,Neko Harbour,-64.85090,-62.54185,64°50.57’S,62°32.22’W,-64.8492,-62.5394,A21,Antarctica21,Ocean Nova,8.5,11.51,1,2,"CC1838012_20190127_175837.csv,CC1838012_20190127_183057.csv",1,,,,1,sample_121,NA,,
FP_BB_20190128_1,2018 2019,3,2019,01,28,28/Jan/19,11:10,14:10,2019-01-28,BB,Brown Bluff,Brown Bluff,-63.52000,-56.87300,63°31.11'S,56°51.83'W,-63.5197,-56.8731,HU,Hurtigruten Expeditions,Midnatsol,20.8,28.17,1,1,CC1627007_20190128_143555.csv,1,,,,1,sample_154,NA,,
FP_WH_20190128_1,2018 2019,3,2019,01,28,28/Jan/19,16:40,19:40,2019-01-28,WH,Wilhelmina Bay,Wilhelmina Bay,-64.64200,-62.16000,64°30.43'S,61°58.48'W,-64.5119,-61.98,A21,Antarctica21,Ocean Nova,8.5,11.51,1,1,CC1838012_20190128_194301.csv,1,,,,1,sample_151,NA,,
FP_ER_20190201_1,2018 2019,3,2019,02,01,1/Feb/19,10:00,13:00,2019-02-01,ER,Eden Rocks,Eden Rocks,-63.49500,-55.70200,-63.5815,-55.6427,-63.5815,-55.6427,A21,Antarctica21,Ocean Nova,19,25.73,1,1,CC1838012_20190201_132258.csv,1,,,,1,sample_155,NA,,
FP_WH_20190201_1,2018 2019,3,2019,02,01,1/Feb/19,13:06,16:06,2019-02-01,WH,Wilhelmina Bay,Wilhelmina Bay,-64.64200,-62.16000,64°30.43'S,61°58.48'W,-64.5119,-61.98,QE,Quixote Expeditions,-999,6.7,9.07,1,1,CC1735004_20190201_161716.csv,1,,,,1,sample_152,NA,,
FP_CI_20190202_1,2018 2019,3,2019,02,02,2/Feb/19,14:22,17:22,2019-02-02,CI,Cuverville Island,Cuverville Island,-64.67100,-62.61100,64°40.2’S,62°38.4’W,-64.6672,-62.6344,QE,Quixote Expeditions,-999,9.6,13.00,1,2,"CC1735004_20190202_174247.csv,CC1735004_20190202_174759.csv",1,,,,1,sample_102,NA,,
FP_CI_20190203_1,2018 2019,3,2019,02,03,3/Feb/19,8:48,11:48,2019-02-03,CI,Cuverville Island,Cuverville Island,-64.67100,-62.61100,64°40.2’S,62°38.4’W,-64.6672,-62.6344,GA,G Adventures,Expedition,7.63,10.33,1,2,"CC1531002_20190203_121209.csv,CC1531002_20190203_121926.csv",1,,,,1,sample_103,NA,,
FP_PT_20190203_1,2018 2019,3,2019,02,03,3/Feb/19,14:39,17:39,2019-02-03,PT,Petermann Island,Petermann Island,-65.17300,-64.11600,65°10.95’S,64°08.21’W,-65.1931,-64.1392,QE,Quixote Expeditions,-999,2,2.71,1,2,"CC1735004_20190203_175235.csv,CC1735004_20190203_175551.csv",1,,,,1,sample_160,NA,,
FP_NH_20190203_1,2018 2019,3,2019,02,03,3/Feb/19,14:55,17:55,2019-02-03,NH,Neko Harbour,Neko Harbour,-64.85090,-62.54185,64°50.57’S,62°32.22’W,-64.8492,-62.5394,GA,G Adventures,Expedition,8.96,12.14,1,3,"CC1531002_20190203_181456.csv,CC1531002_20190203_182432.csv,CC1735003_20190203_184705.csv",1,,,,1,sample_122,NA,,
FP_CC_20190203_1,2018 2019,3,2019,02,03,3/Feb/19,15:10,18:10,2019-02-03,CC,Cierva Cove,Cierva Cove,-64.15600,-60.87300,64°70.41',60°56.79',NA,NA,PL,Polar Latitudes,Hebridean Sky,10.5,14.22,1,0,-999,1,,,,1,,NA,,
FP_HM_20190203_1,2018 2019,3,2019,02,03,3/Feb/19,16:03,19:03,2019-02-03,HM,HalfMoon,Halfmoon Island,-62.59500,-59.97400,-62.6035,-59.9029,-62.6035,-59.9029,A21,Antarctica21,Ocean Nova,7,9.48,1,1,CC1838012_20190203_190744.csv,1,,,,1,sample_156,NA,,
FP_PH_20190205_1,2018 2019,3,2019,02,05,5/Feb/19,10:46,13:46,2019-02-05,PH,Paradise Harbour,Paradise Harbour,-64.91200,-62.86200,64°54.66'S,062°51.94'W,-64.9183,-62.8761,PL,Polar Latitudes,Hebridean Sky,7,9.48,1,1,CC1735003_20190205_135703.csv,1,,,,1,sample_141,NA,,
FP_CC_20190208_1,2018 2019,3,2019,02,08,8/Feb/19,16:54,19:54,2019-02-08,CC,Cierva Cove,Cierva Cove,-64.15600,-60.87300,NA,NA,-64.1236815,-60.9471451,-999,-999,-999,-999,-999,0,1,CC1735003_20190208_195458.csv,0,,,,0,,,,
FP_CC_20190209_1,2018 2019,3,2019,02,09,9/Feb/19,4:45 PM,19:45,2019-02-09,CC,Cierva Cove,Cierva Cove,-64.15600,-60.87300,64°54.665',62°51.94',NA,NA,PL,Polar Latitudes,Hebridean Sky,11.50,15.58,1,0,-999,1,,,,0,,NA,,
FP_OH_20190210_1,2018 2019,3,2019,02,10,10/Feb/19,9:47,12:47,2019-02-10,OH,Orne Harbour,Orne Harbour,-64.63800,-62.53400,NA,NA,NA,NA,A21,Antarctica21,Ocean Nova,8.00,10.84,1,1,CC1735003_20190210_125457.csv,1,,,,0,sample_133,NA,,
FP_OH_20190210_2,2018 2019,3,2019,02,10,10/Feb/19,10:40,13:40,2019-02-10,OH,Orne Harbour,Orne Harbour,-64.63800,-62.53400,64°38.27'W,062°32.21'S,-64.6408,-62.5392,PL,Polar Latitudes,Hebridean Sky,6.6,8.94,1,0,-999,1,,,,1,,NA,,
FP_PH_20190211_1,2018 2019,3,2019,02,11,11/Feb/19,17:00,20:00,2019-02-11,PH,Paradise Harbour,Paradise Harbour,-64.91200,-62.86200,NA,NA,NA,NA,HU,Hurtigruten Expeditions,Midnatsol,6.95,9.41,1,1,CC1627007_20190211_200433.csv,1,,,,1,sample_143,NA,,
FP_DI_20190212_1,2018 2019,3,2019,02,12,12/Feb/19,8:53,11:53,2019-02-12,DI,Danco Island,Danco Island,-64.74600,-62.62200,64°45.03'S,062°36.19'W,-64.7508,-62.6053,GA,G Adventures,Expedition,9.26,12.54,1,2,"CC1531002_20190212_122301.csv,CC1531002_20190212_123111.csv",1,,,,1,sample_110,NA,,
FP_NH_20190212_1,2018 2019,3,2019,02,12,12/Feb/19,15:00,18:00,2019-02-12,NH,Neko Harbour,Neko Harbour,-64.85090,-62.54185,64°50.57’S,62°32.22’W,-64.8492,-62.5394,GA,G Adventures,Expedition,6.76,9.16,1,2,"CC1531002_20190212_182609.csv,CC1531002_20190212_184258.csv",1,,,,1,sample_123,NA,,
FP_NH_20190215_1,2018 2019,3,2019,02,15,15/Feb/19,10:27,13:27,2019-02-15,NH,Neko Harbour,Neko Harbour,-64.85090,-62.54185,64°50.57’S,62°32.22’W,-64.8492,-62.5394,PL,Polar Latitudes,Hebridean Sky,8.1,10.97,1,1,CC1735003_20190215_133625.csv,1,,,,1,sample_124,NA,,
FP_NH_20190215_2,2018 2019,3,2019,02,15,15/Feb/19,-999,-999,2019-02-15,NH,Neko Harbour,Neko Harbour,-64.85090,-62.54185,NA,NA,NA,NA,A21,Antarctica21,Ocean Nova,-999,-999,0,0,-999,1,,,,0,,NA,,
FP_PT_20190217_1,2018 2019,3,2019,02,17,17/Feb/19,14:30,17:30,2019-02-17,PT,Petermann Island,Petermann Island,-65.17300,-64.11600,65°10.95’S,64°08.21’W,-65.1931,-64.1392,GA,G Adventures,Expedition,19.6,26.55,1,3,"CC1531002_20190217_174712.csv,CC1531002_20190217_175307.csv,CC1531002_20190217_175957.csv",0,,,,1,sample_161,NA,,
FP_CC_20190218_1,2018 2019,3,2019,02,18,18/Feb/19,16:15,19:15,2019-02-18,CC,Cierva Cove,Cierva Cove,-64.15600,-60.87300,NA,NA,NA,NA,A21,Antarctica21,Ocean Nova,11.50,15.58,1,1,CC1735003_20190218_193116.csv,1,,,,0,sample_090,NA,,
FP_CC_20190218_2,2018 2019,3,2019,02,18,18/Feb/19,-999,03:00,2019-02-18,CC,Cierva Cove,Cierva Cove,-64.15600,-60.87300,64°7.41’S,60°56.79’W,-64.1281,-60.9553,PL,Polar Latitudes,Hebridean Sky,-999,-999,0,0,-999,1,,,,1,sample_090,NA,,
FP_DI_20190219_1,2018 2019,3,2019,02,19,19/Feb/19,17:06,20:06,2019-02-19,DI,Danco Island,Danco Island,-64.74600,-62.62200,64°45.03'S,062°36.19'W,-64.7508,-62.6053,HU,Hurtigruten Expeditions,Midnatsol,11.9,16.12,1,1,CC1627007_20190219_195011.csv,1,,,,1,sample_111,NA,,
FP_MH_20190220_1,2018 2019,3,2019,02,20,20/Feb/19,10:40,13:40,2019-02-20,MH,Mikkelson,Mikkelsen Harbour,-63.89600,-60.77600,-63.9035,-60.7773,-63.9035,-60.7773,A21,Antarctica21,Ocean Nova,14.9,20.18,1,1,CC1838012_20190220_134605.csv,1,,,,1,sample_157,NA,,
FP_NH_20190220_1,2018 2019,3,2019,02,20,20/Feb/19,16:09,19:09,2019-02-20,NH,Neko Harbour,Neko Harbour,-64.85090,-62.54185,64°50.57’S,62°32.22’W,-64.8492,-62.5394,PL,Polar Latitudes,Hebridean Sky,14,18.96,1,1,CC1735003_20190220_191811.csv,1,,,,1,sample_125,NA,,
FP_CC_20190220_1,2018 2019,3,2019,02,20,20/Feb/19,18:55,21:55,2019-02-20,CC,Cierva Cove,Cierva Cove,-64.15600,-60.87300,64°7.41’S,60°56.79’W,-64.1281,-60.9553,CH,Cheesemans Safaris,Ioffe,-999,-999,0,1,CC1838012_20190220_215201.csv,1,,,,1,sample_091,NA,,
FP_NH_20190220_2,2018 2019,3,2019,02,20,20/Feb/19,-999,-999,2019-02-20,NH,Neko Harbour,Neko Harbour,-64.85090,-62.54185,NA,NA,NA,NA,A21,Antarctica21,Ocean Nova,-999,-999,0,0,-999,1,,,,0,?,NA,,
FP_WH_20190221_1,2018 2019,3,2019,02,21,21/Feb/19,9:58,12:58,2019-02-21,WH,Wilhelmina Bay,Wilhelmina Bay,-64.64200,-62.16000,64°39.41’S,62°08.14’W,-64.6614,-62.1372,CH,Cheesemans Safaris,Ioffe,6.8,9.21,1,1,CC1838012_20190221_125653.csv,1,,,,1,sample_147,NA,,
FP_CI_20190221_1,2018 2019,3,2019,02,21,21/Feb/19,16:15,19:15,2019-02-21,CI,Cuverville Island,Cuverville Island,-64.67100,-62.61100,64°40.2’S,62°38.4’W,-64.6672,-62.6344,CH,Cheesemans Safaris,Ioffe,7.5,10.16,1,1,CC1838012_20190221_191411.csv,1,,,,1,sample_104,NA,,
FP_OH_20190222_1,2018 2019,3,2019,02,22,22/Feb/19,8:47,11:47,2019-02-22,OH,Orne Harbour,Orne Harbour,-64.63800,-62.53400,64°38.27'W,062°32.21'S,-64.6408,-62.5392,CH,Cheesemans Safaris,-999,8.3,11.24,1,1,CC1838012_20190222_115045.csv,1,,,,1,sample_134,NA,,
FP_OH_20190223_1,2018 2019,3,2019,02,23,23/Feb/19,9:52,12:52,2019-02-23,OH,Orne Harbour,Orne Harbour,-64.63800,-62.53400,NA,NA,-64.6383273,-62.5350831,-999,-999,-999,-999,-999,0,1,CC1735003_20190223_125251.csv,0,,,,0,,,,
FP_MS_20190223_1,2018 2019,3,2019,02,23,23/Feb/19,16:42,19:42,2019-02-23,MS,Matha Strait,Matha Strait,-66.55000,-67.43306,NA,NA,-66.5514311,-67.1425551,-999,-999,-999,-999,-999,0,1,CC1838012_20190223_194243.csv,0,,,,0,,,,
FP_CC_20190224_1,2018 2019,3,2019,02,24,24/Feb/19,15:40,18:40,2019-02-24,CC,Cierva Cove,Cierva Cove,-64.15600,-60.87300,NA,NA,-64.6697831,-62.6417325,PL,Polar Latitudes,Island Sky,-999,-999,0,2,"CC1531002_20190224_114909.csv,CC1531002_20190224_120323.csv",0,,,,0,,,,
FP_PH_20190224_1,2018 2019,3,2019,02,24,24/Feb/19,17:56,20:56,2019-02-24,PH,Paradise Harbour,Paradise Harbour,-64.91200,-62.86200,64°54.66'S,062°51.94'W,-64.9183,-62.8761,CH,Cheesemans Safaris,Ioffe,7,9.48,1,1,CC1838012_20190224_205903.csv,1,,,,1,sample_142,NA,,
FP_WH_20190225_1,2018 2019,3,2019,02,25,25/Feb/19,14:35,17:35,2019-02-25,WH,Wilhelmina Bay,Wilhelmina Bay,-64.64200,-62.16000,64°30.43'S,61°58.48'W,-64.5119,-61.98,CH,Cheesemans Safaris,Ioffe,8,10.84,1,1,CC1838012_20190225_174927.csv,1,,,,1,sample_153,NA,,
FP_OH_20190225_1,2018 2019,3,2019,02,25,25/Feb/19,-999,-999,2019-02-25,OH,Orne Harbour,Orne Harbour,-64.63800,-62.53400,64°38.27'W,062°32.21'S,-64.6408,-62.5392,PL,Polar Latitudes,-999,-999,-999,0,0,-999,0,,,,1,sample_135,NA,,
FP_DI_20190226_1,2018 2019,3,2019,02,26,26/Feb/19,17:57,20:57,2019-02-26,DI,Danco Island,Danco Island,-64.74600,-62.62200,64°45.03'S,062°36.19'W,-64.7508,-62.6053,CH,Cheesemans Safaris,Ioffe,-999,-999,0,1,CC1838012_20190226_210258.csv,1,,,,1,sample_113,NA,,
FP_CC_20190227_1,2018 2019,3,2019,02,27,27/Feb/19,15:00,18:00,2019-02-27,CC,Cierva Cove,Cierva Cove,-64.15600,-60.87300,64°7.41’S,60°56.79’W,-64.1281,-60.9553,PL,Polar Latitudes,-999,-999,-999,0,1,CC1735004_20190227_185319.csv,1,,,,1,sample_092,NA,,
FP_PT_20190228_1,2018 2019,3,2019,02,28,28/Feb/19,10:15,13:15,2019-02-28,PT,Petermann Island,Petermann Island,-65.17300,-64.11600,65°10.95’S,64°08.21’W,-65.1931,-64.1392,CH,Cheesemans Safaris,Ioffe,9,12.19,1,1,CC1838012_20190228_132141.csv,1,,,,1,sample_162,NA,,
FP_MI_20190302_1,2018 2019,3,2019,03,02,2/Mar/19,10:00,13:00,2019-03-02,MI,Melchior Island,Melchior Island,-64.31222,-62.96306,64°19.248S,"62°55,378W",NA,NA,B121,Belgica 121,Belgica,3.3,4.47,1,0,-999,0,,,,0,,NA,,
FP_NH_20190304_1,2018 2019,3,2019,03,04,4/Mar/19,-999,-999,2019-03-05,NH,Neko Harbour,Neko Harbour,-64.85090,-62.54185,"64°50,584S","62°32,034W",NA,NA,B121,Belgica 121,Belgica,-999,-999,0,0,-999,0,,,,0,,NA,,
FP_NH_20190305_1,2018 2019,3,2019,03,05,5/Mar/19,13:00,16:00,2019-03-05,NH,Neko Harbour,Neko Harbour,-64.85090,-62.54185,"64°50,584S","62°32,034W",NA,NA,B121,Belgica 121,Belgica,-999,-999,0,0,-999,1,,,,1,sample_164,NA,,
FP_NH_20190306_1,2018 2019,3,2019,03,06,6/Mar/19,11:30,14:30,2019-03-05,NH,Neko Harbour,Neko Harbour,-64.85090,-62.54185,"64°50,584S","62°32,034W",NA,NA,B121,Belgica 121,Belgica,8.6,11.65,1,0,-999,0,,,,0,,NA,,
FP_CI_20190306_1,2018 2019,3,2019,03,06,6/Mar/19,15:40,18:40,2019-03-06,CI,Cuverville Island,Cuverville Island,-64.67100,-62.61100,64°40.2’S,62°38.4’W,-64.6672,-62.6344,PL,Polar Latitudes,Hebridean Sky,11,14.90,1,2,"CC1735003_20190306_185204.csv,CC1735004_20190306_191303.csv",1,,,,0,sample_105,NA,,
FP_UI_20190306_1,2018 2019,3,2019,03,06,6/Mar/19,-999,-999,2019-03-07,UI,Useful Island,Useful Island,-64.72500,-62.85800,"64°43,129S","62°52,174W",NA,NA,B121,Belgica 121,Belgica,-999,-999,0,0,-999,0,,,,0,,NA,,
FP_UI_20190307_1,2018 2019,3,2019,03,07,7/Mar/19,12:15,15:15,2019-03-07,UI,Useful Island,Useful Island,-64.72500,-62.85800,"64°43,129S","62°52,174W",NA,NA,B121,Belgica 121,Belgica,9.7,13.14,1,0,-999,1,,,,1,sample_165,NA,,
FP_CI_20190306_2,2019 2019,3,2019,03,06,7/Mar/19,16:00,19:00,2019-03-07,CI,Cuverville Island,Cuverville Island,-64.67100,-62.61100,NA,NA,NA,NA,PL,Polar Latitudes,Island Sky,-999,-999,0,0,-999,0,,,,1,,,,
FP_UI_20190308_1,2018 2019,3,2019,03,08,8/Mar/19,9:30,12:30,2019-03-07,UI,Useful Island,Useful Island,-64.72500,-62.85800,"64°43,129S","62°52,174W",NA,NA,B121,Belgica 121,Belgica,-999,-999,0,0,-999,0,,,,0,,NA,,
FP_NH_20190308_1,2018 2019,3,2019,03,08,8/Mar/19,16:25,19:25,2019-03-08,NH,Neko Harbour,Neko Harbour,-64.85090,-62.54185,64°50.57’S,62°32.22’W,-64.8492,-62.5394,PL,Polar Latitudes,Island Sky,12.7,17.20,1,1,CC1735004_20190308_194328.csv,1,,,,1,sample_126,NA,,
FP_PH_20190309_1,2018 2019,3,2019,03,09,9/Mar/19,9:15,12:15,2019-03-09,PH,Paradise Harbour,Paradise Harbour,-64.91200,-62.86200,"64°54,185S","62°51,825W",,,B121,Belgica 121,Belgica,-999,-999,0,0,-999,1,,,,0,,NA,,
FP_PH_20190310_1,2018 2019,3,2019,03,10,10/Mar/19,9:00,12:00,2019-03-10,PH,Paradise Harbour,Paradise Harbour,-64.91200,-62.86200,NA,NA,NA,NA,B121,Belgica 121,Belgica,7.6,10.29,1,0,-999,0,,,,1,sample_166,NA,,
FP_NH_20190310_1,2018 2019,3,2019,03,10,10/Mar/19,14:26,17:26,2019-03-10,NH,Neko Harbour,Neko Harbour,-64.85090,-62.54185,64°50.57’S,62°32.22’W,-64.8492,-62.5394,GA,G Adventures,Expedition,11.57,15.67,1,2,"CC1531002_20190310_181408.csv,CC1531002_20190310_183005.csv",1,,,,1,sample_127,NA,,
FP_PT_20190311_1,2018 2019,3,2019,03,11,11/Mar/19,14:43,17:43,2019-03-11,PT,Petermann Island,Petermann Island,-65.17300,-64.11600,65°10.95’S,64°08.21’W,-65.1931,-64.1392,GA,G Adventures,Expedition,6.1,8.26,1,2,"CC1531002_20190311_181230.csv,CC1531002_20190311_182331.csv",1,,,,1,sample_163,NA,,
FP_PT_20190313_1,2018 2019,3,2019,03,13,13/Mar/19,18:30,21:30,2019-03-13,PT,Petermann Island,Petermann Island,-65.17300,-64.11600,"65°11,079S","64°08,336W",NA,NA,B121,Belgica 121,Belgica,-999,-999,0,0,-999,0,,,,1,sample_167,NA,,
FP_NH_20190319_1,2018 2019,3,2019,03,19,19/Mar/19,8:44,11:44,2019-03-19,NH,Neko Harbour,Neko Harbour,-64.85090,-62.54185,64°50.57’S,62°32.22’W,-64.8492,-62.5394,GA,G Adventures,Expedition,11.61,15.73,1,2,"CC1531002_20190319_121918.csv,CC1531002_20190319_123406.csv",1,,,,1,sample_128,NA,,
FP_PT_20190319_1,2018 2019,3,2019,03,19,19/Mar/19,15:00,18:00,2019-03-19,PT,Petermann Island,Petermann Island,-65.17300,-64.11600,NA,NA,-64.9116118,-62.8644676,-999,-999,-999,-999,-999,0,3,"CC1531002_20190319_180059.csv,CC1531002_20190319_181215.csv,CC1531002_20190319_182912.csv",0,,,,0,,,,
FP_PT_20190320_1,2018 2019,3,2019,03,20,20/Mar/19,14:50,17:50,2019-03-20,PT,Petermann Island,Petermann Island,-65.17300,-64.11600,NA,NA,-65.18727943,-64.1368844,-999,-999,-999,-999,-999,0,1,CC1531002_20190320_175039.csv,0,,,,1,,,,
FP_YH_20191106_1,2019 2020,4,2019,11,06,6/Nov/19,15:46,18:46,2019-11-06,YH,Yankee Harbour,Yankee Harbour,-62.52400,-59.77800,62° 31′ 33″ S,59° 46′ 07″ W,-62.525719,-59.768677,HU,Hurtigruten Expeditions,Roald Amundsen,-999,-999,0,1,CC1849003_20191106_184456.csv,1,N,,,1,sample_200,NA,,
FP_YH_20191106_2,2019 2020,4,2019,11,06,6/Nov/19,18:50,21:50,2019-11-06,YH,Yankee Harbour,Yankee Harbour,-62.52400,-59.77800,,,-62.5416,-59.7789,HU,Hurtigruten Expeditions,Roald Amundsen,10.2,13.82,1,1,CC1849003_20191106_215242.csv,1,,,,0,,,,
FP_WH_20191107_1,2019 2020,4,2019,11,07,7/Nov/19,17:27,20:27,2019-11-07,WH,Wilhelmina Bay,Wilhelmina Bay,-64.64200,-62.16000,64°39.41’S,62°08.14’W,-64.6614,-62.1372,HU,Hurtigruten Expeditions,Roald Amundsen,16.15,21.87,1,1,CC1849003_20191107_202606.csv,1,N,,,1,sample_198,NA,,
FP_OH_20191108_1,2019 2020,4,2019,11,08,8/Nov/19,9:30,12:30,2019-11-08,OH,Orne Harbour,Orne Harbour,-64.63800,-62.53400,64°38.27'W,062°32.21'S,-64.6408,-62.5392,HU,Hurtigruten Expeditions,-999,-999,-999,0,0,,1,N,,,1,sample_187,NA,,
FP_OH_20191108_2,2019 2020,4,2019,11,08,8/Nov/19,10:25,13:25,2019-11-08,OH,Orne Harbour,Orne Harbour,-64.63800,-62.53400,64°38.27'W,062°32.21'S,-64.6408,-62.5392,HU,Hurtigruten Expeditions,Roald Amundsen,13,17.61,1,1,CC1849003_20191108_133105.csv,1,N,,,1,sample_188,NA,,
FP_OH_20191108_3,2019 2020,4,2019,11,08,8/Nov/19,14:15,17:15,2019-11-08,OH,Orne Harbour,Orne Harbour,-64.63800,-62.53400,64°38.27'W,062°32.21'S,-64.6408,-62.5392,HU,Hurtigruten Expeditions,Roald Amundsen,-999,-999,0,1,CC1849003_20191108_172048.csv,1,N,,,1,sample_189,NA,,
FP_HM_20191109_1,2019 2020,4,2019,11,09,9/Nov/19,7:58,10:58,2019-11-09,HM,Half-moon Island,Halfmoon Island,-62.59500,-59.97400,,,-62.601,-59.8994,HU,Hurtigruten Expeditions,Roald Amundsen,11.5,15.58,1,1,CC1849003_20191109_111245.csv,1,,,,0,,,,
FP_HM_20191109_2,2019 2020,4,2019,11,09,9/Nov/19,9:45,12:45,2019-11-09,HM,Half-moon Island,Halfmoon Island,-62.59500,-59.97400,-62.6035,-59.9029,-62.6035,-59.9029,HU,Hurtigruten Expeditions,Roald Amundsen,6.7,9.07,1,1,CC1849003_20191109_125332.csv,1,N,,,1,sample_175,NA,,
