UNIQUE ID CODE ,seasonyear,seasonphase,year,month,day,date_local,time_local,time (UTC),date (UTC),loc id,site name nickname,location,latitude,longitude,Latitude DMS specific,Longitude DMS specific,Latitude DD specific,Longitude DD specific,operator id,ship operator,Vessel Name,secchi depth,euphotic zone (Zeu),secchi,CTD cast,CTD cast file name,Lugol collected (#),Micro processed (Y/N),Microscopy Sample ID,Net + lugol collected (#),Filter collected (#),Genetics_18sv9_Sample ID,d180 isotope,HydroColor,Comments
FP_NH_20160214_1,2015 2016,0,2016,02,14,14/Feb/16,,,2016-02-14,NH,Neko Harbour,Neko Harbour,-64.85090,-62.54185,-64°49'59.88'',-62º33',,,PL,Polar Latitudes,,NA,NA,,,,1,Y,33,,0,NA,NA,,
FP_NH_20160222_1,2015 2016,0,2016,02,22,22/Feb/16,,,2016-02-22,NH,Neko Harbour,Neko Harbour,-64.85090,-62.54185,-64°49'59.88'',-62º33',,,PL,Polar Latitudes,,NA,NA,,,,1,Y,38,,0,NA,NA,,
FP_NH_20160303_1,2015 2016,0,2016,03,03,3/Mar/16,,,2016-03-03,NH,Neko Harbour,Neko Harbour,-64.85090,-62.54185,-64°49'59.88'',-62º33',,,PL,Polar Latitudes,,NA,NA,,,,1,Y,41,,0,NA,NA,,
FP_CI_20161116_1,2016 2017,1,2016,11,16,16/Nov/16,,,2016-11-16,CI,Between Cuverville and Ronge Island,Cuverville Island,-64.67100,-62.61100,-64º40'4.8'',-62º37'48'',,,GA,G Adventures,,NA,NA,,,,1,Y,1,,0,NA,NA,,
FP_CC_20161118_1,2016 2017,1,2016,11,18,18/Nov/16,,,2016-11-18,CC,Cierva Cove,Cierva Cove,-64.15600,-60.87300,64º9'18'',60º55'12'',,,GA,G Adventures,,NA,NA,,,,1,Y,2,,0,NA,NA,,
FP_MH_20161118_1,2016 2017,1,2016,11,18,18/Nov/16,,,2016-11-18,MH,Mikkelsen Harbour,Mikkelsen Harbour,-63.89600,-60.77600,63º54'18'',60º46'44.4'',,,GA,G Adventures,,NA,NA,,,,1,Y,3,,0,NA,NA,,
FP_CC_20161124_1,2016 2017,1,2016,11,24,24/Nov/16,,,2016-11-24,CC,Cierva Cove,Cierva Cove,-64.15600,-60.87300,64° 8' 0.24'',60°55'42.3'',,,PL,Polar Latitudes,,NA,NA,,,,1,Y,4,,0,NA,NA,,
FP_PP_20161124_1,2016 2017,1,2016,11,24,24/Nov/16,,,2016-11-24,PP,Portal Point,Portal Point,-64.50200,-61.75600,64°29'13.26'',61°43'49.26'',-64.487017,-61.73035,PL,Polar Latitudes,,NA,NA,,,,1,Y,5,,0,NA,NA,,
FP_WH_20161125_1,2016 2017,1,2016,11,25,25/Nov/16,,,2016-11-25,WH,Wilhelmina Bay,Wilhelmina Bay,-64.64200,-62.16000,64° 37'13.44'',62°12'7.14'',,,PL,Polar Latitudes,,NA,NA,,,,1,Y,6,,0,NA,NA,,
FP_WH_20161208_1,2016 2017,1,2016,12,08,8/Dec/16,,,2016-12-08,WH,Wilhelmina Bay,Wilhelmina Bay,-64.64200,-62.16000,"64º39'24,84''","62º8'8,16''",,,GA,G Adventures,,NA,NA,,,,1,Y,7,,0,NA,NA,,
FP_DI_20161210_1,2016 2017,1,2016,12,10,10/Dec/16,,,2016-12-10,DI,Danco Island 1,Danco Island,-64.74600,-62.62200,"64º42'59,04''","62º35'18,96''",,,GA,G Adventures,,NA,NA,,,,1,Y,8,,0,NA,NA,,
FP_PP_20161214_1,2016 2017,1,2016,12,14,14/Dec/16,,,2016-12-14,PP,Portal Point,Portal Point,-64.50200,-61.75600,64°29'13.26'',61°43'49.26'',-64.487017,-61.73035,PL,Polar Latitudes,,NA,NA,,,,1,Y,10,,0,NA,NA,,
FP_WH_20161214_1,2016 2017,1,2016,12,14,14/Dec/16,,,2016-12-14,WH,Wilhelmina Bay,Wilhelmina Bay,-64.64200,-62.16000,64°37'13.44'',62°12'7.14'',,,PL,Polar Latitudes,,NA,NA,,,,1,Y,9,,0,NA,NA,,
FP_CI_20161217_1,2016 2017,1,2016,12,17,17/Dec/16,,,2016-12-17,CI,Cuverville 1,Cuverville Island,-64.67100,-62.61100,"64°40'12,12''","62°38'24,72''",-64.6672,-62.6344,GA,G Adventures,,NA,NA,,,,1,Y,12,,0,NA,NA,,
FP_NH_20161217_1,2016 2017,1,2016,12,17,17/Dec/16,,,2016-12-17,NH,Neko Harbour 1,Neko Harbour,-64.85090,-62.54185,"64º50'34,44''","62º32'13,128''",-64.8492,-62.5394,GA,G Adventures,,NA,NA,,,,1,Y,11,,0,NA,NA,,
FP_DI_20161218_1,2016 2017,1,2016,12,18,18/Dec/16,,,2016-12-18,DI,Danco Island 2,Danco Island,-64.74600,-62.62200,"64º42'58,788''","62º35'18,852''",,,GA,G Adventures,,NA,NA,,,,1,Y,13,,0,NA,NA,,
FP_CC_20161223_1,2016 2017,1,2016,12,23,23/Dec/16,,,2016-12-23,CC,Cierva Cove 2,Cierva Cove,-64.15600,-60.87300,64° 8'12'',60° 56'48'',,,PL,Polar Latitudes,,NA,NA,,,,1,Y,14,,0,NA,NA,,
FP_MS_20161225_1,2016 2017,1,2016,12,25,25/Dec/16,,,2016-12-25,MS,New Position,Matha Strait,-66.55000,-67.43306,"66º29'0,78''","67˚53'45,36''",,,GA,G Adventures,,NA,NA,,,,1,Y,15,,0,NA,NA,,
FP_CI_20161226_1,2016 2017,1,2016,12,26,26/Dec/16,,,2016-12-26,CI,Cuverville 2,Cuverville Island,-64.67100,-62.61100,"64°40'0,12''",62°38'36'',-64.6672,-62.6344,GA,G Adventures,,NA,NA,,,,1,Y,17,,0,nd,NA,,
FP_NH_20161226_1,2016 2017,1,2016,12,26,26/Dec/16,,,2016-12-26,NH,Neko 1,Neko Harbour,-64.85090,-62.54185,"64°50'21,6''","62°32'19,8''",-64.8492,-62.5394,GA,G Adventures,,NA,NA,,,,1,Y,16,,0,nd,NA,,
FP_PH_20161227_1,2016 2017,1,2016,12,27,27/Dec/16,,,2016-12-27,PH,Paradise Harbour 1,Paradise Harbour,-64.91200,-62.86200,64°53'15'',"62°51'50,58''",,,GA,G Adventures,,NA,NA,,,,1,Y,18,,0,nd,NA,,
FP_GS_20161229_1,2016 2017,1,2016,12,29,29/Dec/16,,,2016-12-29,GS,Gerlache Strait,Gerlache Strait,-64.56000,-62.42600,64° 33'36'',62°35'24'',,,PL,Polar Latitudes,,NA,NA,,,,1,Y,19,,0,nd,NA,,
FP_CC_20170102_1,2016 2017,1,2017,01,02,2/Jan/17,,,2017-01-02,CC,Cierva Cove 3,Cierva Cove,-64.15600,-60.87300,64° 7'18'',60° 57'24'',,,PL,Polar Latitudes,,NA,NA,,,,1,Y,20,,0,nd,NA,,
FP_WH_20170104_1,2016 2017,1,2017,01,04,4/Jan/17,,,2017-01-04,WH,Wilhelmina Bay,Wilhelmina Bay,-64.64200,-62.16000,64°40'24'',62° 06'30'',,,PL,Polar Latitudes,,NA,NA,,,,1,Y,21,,0,nd,NA,,
FP_CI_20170106_1,2016 2017,1,2017,01,06,6/Jan/17,,,2017-01-06,CI,Cuverville 3,Cuverville Island,-64.67100,-62.61100,"64°40'18,3''","62°38'6,3''",-64.6672,-62.6344,GA,G Adventures,,NA,NA,,,,1,Y,22,,0,nd,NA,,
FP_DI_20170108_1,2016 2017,1,2017,01,08,8/Jan/17,,,2017-01-08,DI,Errera Strait,Danco Island,-64.74600,-62.62200,64°43'47.4'',62° 36'31.2'',,,PL,Polar Latitudes,,NA,NA,,,,1,Y,23,,0,nd,NA,,
FP_PH_20170108_1,2016 2017,1,2017,01,08,8/Jan/17,,,2017-01-08,PH,Paradise Harbour 2,Paradise Harbour,-64.91200,-62.86200,"64°53'18,3''","62°52'3,66''",,,GA,G Adventures,,NA,NA,,,,1,Y,24,,0,nd,NA,,
FP_NH_20170112_1,2016 2017,1,2017,01,12,12/Jan/17,,,2017-01-12,NH,Andvord Bay,Neko Harbour,-64.85090,-62.54185,64°50'34.2'',62° 32'16.2'',-64.8492,-62.5394,PL,Polar Latitudes,,NA,NA,,,,1,Y,25,,0,nd,NA,,
FP_DI_20170120_1,2016 2017,1,2017,01,20,20/Jan/17,,,2017-01-20,DI,Danco Island,Danco Island,-64.74600,-62.62200,64°42'58'',62°15'26'',,,PL,Polar Latitudes,,NA,NA,,,,1,Y,27,,0,nd,NA,,
FP_NH_20170120_1,2016 2017,1,2017,01,20,20/Jan/17,,,2017-01-20,NH,Neko Harbour 1,Neko Harbour,-64.85090,-62.54185,64°50'31'',62°32'13'',-64.8492,-62.5394,PL,Polar Latitudes,,NA,NA,,,,1,Y,26,,0,nd,NA,,
FP_CI_20170203_1,2016 2017,1,2017,02,03,3/Feb/17,,,2017-02-03,CI,Cuverville 4,Cuverville Island,-64.67100,-62.61100,64°40'23.34'',62°37'39.54'',-64.6672,-62.6344,GA,G Adventures,,NA,NA,,,,1,Y,29,,0,nd,NA,,
FP_NH_20170203_1,2016 2017,1,2017,02,03,3/Feb/17,,,2017-02-03,NH,Neko 2,Neko Harbour,-64.85090,-62.54185,64°50'6'',62°32'3.06'',-64.8492,-62.5394,GA,G Adventures,,NA,NA,,,,1,Y,28,,0,nd,NA,,
FP_PH_20170205_1,2016 2017,1,2017,02,05,5/Feb/17,,,2017-02-05,PH,Paradise Harbour 3,Paradise Harbour,-64.91200,-62.86200,64°53'1.2'',62°53'34.8'',,,GA,G Adventures,,NA,NA,,,,1,Y,30,,0,nd,NA,,
FP_NH_20170209_1,2016 2017,1,2017,02,09,9/Feb/17,,,2017-02-09,NH,Neko Harbour 2,Neko Harbour,-64.85090,-62.54185,64°50'33'',62°32'04'',-64.8492,-62.5394,PL,Polar Latitudes,,NA,NA,,,,1,Y,31,,0,nd,NA,,
FP_NH_20170212_1,2016 2017,1,2017,02,12,12/Feb/17,,,2017-02-12,NH,Neko Harbour 2,Neko Harbour,-64.85090,-62.54185,64°50'22.92'',62°32'6.72'',-64.8492,-62.5394,GA,G Adventures,,NA,NA,,,,1,Y,32,,0,nd,NA,,
FP_HB_20170216_1,2016 2017,1,2017,02,16,16/Feb/17,,,2017-02-16,HB,Hanusse Bay,Hanusse Bay,-66.97083,-67.54361,66°53'12.03'',67°16'43.26'',,,GA,G Adventures,,NA,NA,,,,1,Y,34,,0,nd,NA,,
FP_NH_20170217_1,2016 2017,1,2017,02,17,17/Feb/17,,,2017-02-17,NH,Neko Harbour 3,Neko Harbour,-64.85090,-62.54185,64°50'30'',62°32'09'',-64.8492,-62.5394,PL,Polar Latitudes,,NA,NA,,,,1,Y,35,,0,nd,NA,,
FP_PT_20170217_1,2016 2017,1,2017,02,17,17/Feb/17,,,2017-02-17,PT,Petermann Island,Petermann Island,-65.17300,-64.11600,65°10'56.67'',64°08'12.36'',,,GA,G Adventures,,NA,NA,,,,1,Y,36,,0,nd,NA,,
FP_CC_20170220_1,2016 2017,1,2017,02,20,20/Feb/17,,,2017-02-20,CC,Cierva Cove 4,Cierva Cove,-64.15600,-60.87300,64°07'25'',60°56'47'',,,PL,Polar Latitudes,,NA,NA,,,,1,Y,37,,0,nd,NA,,
FP_CC_20170227_1,2016 2017,1,2017,02,27,27/Feb/17,,,2017-02-27,CC,Cierva Cove 5,Cierva Cove,-64.15600,-60.87300,64°07'26'',60°56'44'',,,PL,Polar Latitudes,,NA,NA,,,,1,Y,39,,0,nd,NA,,
FP_NH_20170301_1,2016 2017,1,2017,03,01,1/Mar/17,,,2017-03-01,NH,Neko Harbour 3,Neko Harbour,-64.85090,-62.54185,64°50'25.2'',62°32'23.82'',-64.8492,-62.5394,GA,G Adventures,,NA,NA,,,,1,Y,40,,0,nd,NA,,
FP_-999_20171018_1,2017 2018,2,2017,10,18,18/Oct/17,18:15,21:15,2017-10-17,-999,-999,-999,-999,-999,,,,,-999,-999,,-999,-999,0,1,CC1735004_20171018_211540.csv,0,,,,0,,,,
FP_-999_20171112_1,2017 2018,2,2017,11,12,12/Nov/17,17:09,20:09,2017-11-12,-999,-999,-999,-999,-999,,,,,-999,-999,,-999,-999,0,1,CC1735004_20171112_200931.csv,0,,,,0,,,,
FP_CC_20171113_1,2017 2018,2,2017,11,13,13/Nov/17,16:50,19:50,2017-11-13,CC,Cierva Cove,Cierva Cove,-64.15600,-60.87300,64°7.41’S,60°56.79’W,-64.1281,-60.9553,PL,Polar Latitudes,,12,16.25,1,1,CC1735003_20171113_200917.csv,1,,,,1,sample_001,NA,,
FP_NH_20171114_1,2017 2018,2,2017,11,14,14/Nov/17,9:29,12:29,2017-11-14,NH,Neko Harbour,Neko Harbour,-64.85090,-62.54185,64°50.57’S,62°32.22’W,-64.8492,-62.5394,PL,Polar Latitudes,,8.5,11.51,1,1,CC1735003_20171114_122938.csv,1,,,,1,sample_032,NA,,
FP_CC_20171119_1,2017 2018,2,2017,11,19,19/Nov/17,14:19,17:19,2017-11-19,CC,Cierva Cove,Cierva Cove,-64.15600,-60.87300,64°7.41’S,60°56.79’W,-64.1281,-60.9553,GA,G Adventures,,10.5,14.22,1,1,CC1531002_20171119_183927.csv,0,,,,1,sample_002,NA,,
FP_CI_20171122_1,2017 2018,2,2017,11,22,22/Nov/17,11:55,14:55,2017-11-22,CI,Cuverville Island,Cuverville Island,-64.67100,-62.61100,64°40.2’S,62°38.4’W,-64.6672,-62.6344,PL,Polar Latitudes,,16.1,21.81,1,1,CC1735003_20171122_151728.csv,1,,,,1,sample_010,NA,,
FP_NH_20171123_1,2017 2018,2,2017,11,23,23/Nov/17,16:14,19:14,2017-11-23,NH,Neko Harbour,Neko Harbour,-64.85090,-62.54185,64°50.57’S,62°32.22’W,-64.8492,-62.5394,PL,Polar Latitudes,,7.8,10.56,1,2,"CC1735003_20171123_194735.csv,CC1735003_20171123_195555.csv",1,,,,1,sample_033,NA,,
FP_WH_20171125_1,2017 2018,2,2017,11,25,25/Nov/17,9:35,12:35,2017-11-25,WH,Wilhelmina Bay,Wilhelmina Bay,-64.64200,-62.16000,64°30.43'S,61°58.48'W,-64.5119,-61.98,PL,Polar Latitudes,,10,13.54,1,1,CC1735003_20171125_130840.csv,1,,,,1,sample_074,NA,,
FP_CI_20171202_1,2017 2018,2,2017,12,02,2/Dec/17,9:54,12:54,2017-12-02,CI,Cuverville Island,Cuverville Island,-64.67100,-62.61100,64°40.2’S,62°38.4’W,-64.6672,-62.6344,PL,Polar Latitudes,,6.37,8.63,1,1,CC1735003_20171202_131344.csv,1,,,,1,sample_011,NA,,
FP_NH_20171202_1,2017 2018,2,2017,12,02,2/Dec/17,16:31,19:31,2017-12-02,NH,Neko Harbour,Neko Harbour,-64.85090,-62.54185,64°50.57’S,62°32.22’W,-64.8492,-62.5394,PL,Polar Latitudes,,2,2.71,1,0,-999,1,,,,1,sample_034,NA,,
FP_-999_20171207_1,2017 2018,2,2017,12,07,7/Dec/17,19:37,22:37,2017-12-07,-999,-999,-999,-999,-999,,,,,-999,-999,,-999,-999,0,1,CC1735004_20171207_223732.csv,0,,,,0,,,,
FP_NH_20171209_1,2017 2018,2,2017,12,09,9/Dec/17,8:45,11:45,2017-12-09,NH,Neko Harbour,Neko Harbour,-64.85090,-62.54185,64°50.57’S,62°32.22’W,-64.8492,-62.5394,GA,G Adventures,,3.75,5.08,1,3,"CC1531002_20171209_114918.csv,CC1531002_20171209_115653.csv,CC1531002_20171209_120201.csv",0,,,,1,sample_035,NA,,
FP_CC_20171213_1,2017 2018,2,2017,12,13,13/Dec/17,16:11,19:11,2017-12-13,CC,Cierva Cove,Cierva Cove,-64.15600,-60.87300,64°7.41’S,60°56.79’W,-64.1281,-60.9553,A21,Antarctica21,,7,9.48,1,1,CC1735003_20171213_192334.csv,1,,,,1,sample_003,NA,,
FP_CI_20171214_1,2017 2018,2,2017,12,14,14/Dec/17,9:55,12:55,2017-12-14,CI,Cuverville Island,Cuverville Island,-64.67100,-62.61100,64°40.2’S,62°38.4’W,-64.6672,-62.6344,A21,Antarctica21,,5,6.77,1,1,CC1735003_20171214_124927.csv,1,,,,1,sample_012,NA,,
FP_PH_20171214_1,2017 2018,2,2017,12,14,14/Dec/17,16:00,19:00,2017-12-14,PH,Paradise Harbour/Base Brown,Paradise Harbour,-64.91200,-62.86200,64°54.664,62°51.942,,,A21,Antarctica21,,7,9.48,1,1,CC1735003_20171214_193503.csv,2,,,,1,sample_054,NA,,
FP_WH_20171215_1,2017 2018,2,2017,12,15,15/Dec/17,15:58,18:58,2017-12-15,WH,Wilhelmina Bay,Wilhelmina Bay,-64.64200,-62.16000,64°39.41’S,62°08.14’W,-64.6614,-62.1372,A21,Antarctica21,,4.5,6.1,1,1,CC1735003_20171215_192545.csv,1,,,,1,sample_070,NA,,
FP_NH_20171216_1,2017 2018,2,2017,12,16,16/Dec/17,10:15,13:15,2017-12-16,NH,Neko Harbour,Neko Harbour,-64.85090,-62.54185,64°50.57’S,62°32.22’W,-64.8492,-62.5394,GA,G Adventures,,5.5,7.45,1,3,"CC1531002_20171216_132916.csv,CC1531002_20171216_133717.csv,CC1531002_20171216_134205.csv",0,,Net sample #1,1,1,sample_036,NA,,
FP_DI_20171216_1,2017 2018,2,2017,12,16,16/Dec/17,15:45,18:45,2017-12-16,DI,Danco Island,Danco Island,-64.74600,-62.62200,64°45.03'S,062°36.19'W,-64.7508,-62.6053,GA,G Adventures,,6,8.13,1,3,"CC1531002_20171216_185917.csv,CC1531002_20171216_190740.csv,CC1531002_20171216_191258.csv",0,,Net sample #2,1,1,sample_023,NA,,
FP_CC_20171218_1,2017 2018,2,2017,12,18,18/Dec/17,10:06,13:06,2017-12-18,CC,Cierva Cove,Cierva Cove,-64.15600,-60.87300,64°7.41’S,60°56.79’W,-64.1281,-60.9553,A21,Antarctica21,,11.2,15.17,1,1,CC1735003_20171218_133326.csv,2,,,,1,sample_004,NA,,
FP_PH_20171218_1,2017 2018,2,2017,12,18,18/Dec/17,16:20,19:20,2017-12-18,PH,Paradise Harbour/Base Brown,Paradise Harbour,-64.91200,-62.86200,64°53.245,062°51.80,,,GA,G Adventures,,5.25,7.11,1,3,"CC1531002_20171218_193454.csv,CC1531002_20171218_194208.csv,CC1531002_20171218_194932.csv",0,,Net sample #3,1,1,sample_055,NA,,
FP_DI_20171219_1,2017 2018,2,2017,12,19,19/Dec/17,9:48,12:48,2017-12-19,DI,Danco Island,Danco Island,-64.74600,-62.62200,64°45.03'S,062°36.19'W,-64.7508,-62.6053,A21,Antarctica21,,4.5,6.1,1,1,CC1735003_20171219_122146.csv,2,,,,1,sample_024,NA,,
FP_CI_20171220_1,2017 2018,2,2017,12,20,20/Dec/17,15:47,18:47,2017-12-20,CI,Cuverville Island,Cuverville Island,-64.67100,-62.61100,64°40.2’S,62°38.4’W,-64.6672,-62.6344,A21,Antarctica21,,4.8,6.5,1,1,CC1735003_20171220_185438.csv,2,,,,1,sample_013,NA,,
FP_UI_20171225_1,2017 2018,2,2017,12,25,25/Dec/17,9:15,12:15,2017-12-25,UI,Gerlache Straight Andvord Bay,Useful Island,-64.72500,-62.85800,64°47.686,062°41.536,NA,NA,A21,Antarctica21,,-999,-999,0,0,-999,2,,,,4,sample_037,NA,,
FP_DI_20171225_1,2017 2018,2,2017,12,25,25/Dec/17,10:40,13:40,2017-12-25,DI,Danco Island,Danco Island,-64.74600,-62.62200,64°45.03'S,062°36.19'W,-64.7508,-62.6053,GA,G Adventures,,3.75,5.08,1,2,"CC1531002_20171225_135210.csv,CC1531002_20171225_135834.csv",0,,Net sample #5,1,1,sample_025,NA,,
FP_OH_20171225_1,2017 2018,2,2017,12,25,25/Dec/17,15:50,18:50,2017-12-25,OH,Orne Harbour,Orne Harbour,-64.63800,-62.53400,062°32.21'S,64°38.27'W,-64.6408,-62.5392,A21,Antarctica21,,4.7,6.37,1,1,CC1735003_20171225_191229.csv,2,,,,1,sample_051,NA,,
FP_PH_20171225_1,2017 2018,2,2017,12,25,25/Dec/17,16:55,19:55,2017-12-25,PH,Paradise Harbour/Base Brown,Paradise Harbour,-64.91200,-62.86200,64°53.21,062°52.25,,,GA,G Adventures,,7.5,10.16,1,3,"CC1531002_20171225_193225.csv,CC1531002_20171225_193644.csv,CC1531002_20171225_193959.csv",0,,Net sample #4,1,1,sample_056,NA,,
FP_PT_20171226_1,2017 2018,2,2017,12,26,26/Dec/17,15:00,18:00,2017-12-26,PT,Peterman Island,Petermann Island,-65.17300,-64.11600,65°10.95’S,64°08.21’W,-65.1931,-64.1392,GA,G Adventures,,8.5,10.84,1,2,"CC1531002_20171226_181556.csv,CC1531002_20171226_182046.csv",1,,,,1,sample_065,NA,,
FP_CI_20171228_1,2017 2018,2,2017,12,28,28/Dec/17,9:30,12:30,2017-12-28,CI,Cuverville Island,Cuverville Island,-64.67100,-62.61100,64°40.2’S,62°38.4’W,-64.6672,-62.6344,A21,Antarctica21,,4.7,6.37,1,1,CC1735003_20171228_122118.csv,2,,,,1,sample_014,NA,,
FP_NH_20171228_1,2017 2018,2,2017,12,28,28/Dec/17,16:00,19:00,2017-12-28,NH,Neko Harbour,Neko Harbour,-64.85090,-62.54185,64°50.57’S,62°32.22’W,-64.8492,-62.5394,GA,G Adventures,,5.75,7.79,1,2,"CC1531002_20171228_191930.csv,CC1531002_20171228_192347.csv",0,,Net sample #6,1,1,sample_038,NA,,
FP_OH_20171230_1,2017 2018,2,2017,12,30,30/Dec/17,10:20,13:20,2017-12-30,OH,Orne Harbour,Orne Harbour,-64.63800,-62.53400,64°38.27'W,062°32.21'S,-64.6408,-62.5392,A21,Antarctica21,,7.4,10.02,1,1,CC1735003_20171230_132657.csv,2,,,,1,sample_052,NA,,
FP_UI_20171230_1,2017 2018,2,2017,12,30,30/Dec/17,14:10,17:10,2017-12-30,UI,Station 1 Gerlache Useful Andvord Bay,Useful Island,-64.72500,-62.85800,64°43.504'S,62°51.993'W,,,A21,Antarctica21,,3.6,4.88,1,1,CC1735003_20171230_171934.csv,2,Y,,,1,sample_039,NA,,
FP_EC_20171230_1,2017 2018,2,2017,12,30,30/Dec/17,14:51,17:51,2017-12-30,EC,Station 2 Errera Andvord Bay,Errera Channel,-64.81000,-62.67000,64°46.304'S,62.45.363'W,,,A21,Antarctica21,,5.4,7.31,1,1,CC1735003_20171230_175432.csv,2,Y,,,1,sample_040,NA,,
FP_AB_20171230_1,2017 2018,2,2017,12,30,30/Dec/17,15:25,18:25,2017-12-30,AB,Station 3 mid Andvord Bay,Mid Andvord Bay,-64.80800,-62.67200,64°48.436'S,62°40.867'W,,,A21,Antarctica21,,7,9.48,1,1,CC1735003_20171230_183927.csv,2,Y,,,1,sample_041,NA,,
FP_BB_20171230_1,2017 2018,2,2017,12,30,30/Dec/17,15:30,18:30,2017-12-30,BB,BROWN BLUFF,Brown Bluff,-63.52000,-56.87300,63°31.11'S,56°51.83'W,-63.5197,-56.8731,GA,G Adventures,,7,9.48,1,3,"CC1531002_20171230_185310.csv,CC1531002_20171230_190014.csv,CC1531002_20171230_190257.csv",1,,,,1,sample_079,NA,,
FP_NH_20171230_1,2017 2018,2,2017,12,30,30/Dec/17,16:32,19:32,2017-12-30,NH,Station 5 Int Andvord Bay,Neko Harbour,-64.85090,-62.54185,64°53.886'S,62°35.857',,,A21,Antarctica21,,7,9.48,1,1,CC1735003_20171230_192814.csv,2,Y,,,1,sample_043,NA,,line 74 and 75 have same locid (need to change)
FP_BG_20171230_1,2017 2018,2,2017,12,30,30/Dec/17,17:47,20:47,2017-12-30,BG,Station 4 Bagshaw Glacier Andvord Bay,Bagshaw Glacier,-64.86036,-62.55557,,,,,A21,Antarctica21,,6.2,8.40,1,1,CC1735003_20171230_205236.csv,2,Y,,,2,sample_042,NA,,
FP_ST_20171231_1,2017 2018,2,2017,12,31,31/Dec/17,-999,-999,2017-12-31,ST,Stonington,Stonington Island,-68.18600,-66.99700,,,,,PL,Polar Latitudes,,-999,-999,0,0,-999,0,,,,0,,NA,,no paper data sheet found
FP_PH_20180101_1,2017 2018,2,2018,01,01,1/Jan/18,-999,-999,2018-01-01,PH,Paradise Harbour/Base Brown,Paradise Harbour,-64.91200,-62.86200,,,,,-999,-999,,-999,-999,0,0,-999,0,,,,1,sample_057,NA,,no paper data sheet found
FP_CC_20180102_1,2017 2018,2,2018,01,02,2/Jan/18,9:53,12:53,2018-01-02,CC,Cierva Cove,Cierva Cove,-64.15600,-60.87300,64°7.41’S,60°56.79’W,-64.1281,-60.9553,A21,Antarctica21,,7.9,10.70,1,1,CC1735003_20180102_130512.csv,1,,,,1,sample_005,NA,,
FP_DI_20180102_1,2017 2018,2,2018,01,02,2/Jan/18,12:00,15:00,2018-01-02,DI,Danco Island,Danco Island,-64.74600,-62.62200,64°45.03'S,062°36.19'W,-64.7508,-62.6053,-999,-999,,-999,-999,0,0,-999,0,,,,1,sample_026,NA,,no paper data sheet found
FP_HB_20180102_1,2017 2018,2,2018,01,02,2/Jan/18,13:04,16:04,2018-01-02,HB,Hanusse Bay (Webster #2),Hanusse Bay,-66.97083,-67.54361,,,-66.8927,-67.2231,LE,Lindblad Expeditions,,25.5,34.54,1,0,-999,1,,,,0,,NA,,
FP_LF_20180102_1,2017 2018,2,2018,01,02,2/Jan/18,18:11,21:11,2018-01-02,LF,Lallemand Fjord (Webster #1),Lallemand Fjord,-67.08306,-66.71611,,,-66.952,-66.8357,LE,Lindblad Expeditions,,10,13.54,1,0,-999,1,,,,0,,NA,,
FP_-999_20180102_1,2017 2018,2,2018,01,02,2/Jan/18,20:08,23:08,2018-01-02,-999,-999,-999,-999,-999,,,,,-999,-999,,-999,-999,0,0,-999,0,,,,1,sample_077,NA,,no paper data sheet found
FP_-999_20180103_1,2017 2018,2,2018,01,03,2/Jan/18,21:14,00:14,2018-01-03,-999,-999,-999,-999,-999,,,,,-999,-999,,-999,-999,0,0,-999,0,,,,1,sample_078,NA,,no paper data sheet found
FP_NH_20180104_1,2017 2018,2,2018,01,04,4/Jan/18,14:30,17:30,2018-01-04,NH,Neko Harbour,Neko Harbour,-64.85090,-62.54185,64°50.57’S,62°32.22’W,-64.8492,-62.5394,LE,Lindblad Expeditions,,10,13.54,1,0,-999,1,,,,1,sample_044,NA,,
FP_CI_20180105_1,2017 2018,2,2018,01,05,5/Jan/18,10:30,13:30,2018-01-05,CI,Cuverville Island,Cuverville Island,-64.67100,-62.61100,64°40.2’S,62°38.4’W,-64.6672,-62.6344,QE,Quixote Expeditions,,7.5,10.16,1,1,CC1735004_20180105_133625.csv,1,,,,1,sample_015,NA,,
FP_PH_20180105_1,2017 2018,2,2018,01,05,5/Jan/18,18:00,21:00,2018-01-05,PH,Base Brown,Paradise Harbour,-64.91200,-62.86200,,,,,QE,Quixote Expeditions,,2,2.71,1,1,CC1735004_20180105_205438.csv,1,,,,1,sample_058,NA,,
FP_CI_20180106_1,2017 2018,2,2018,01,06,6/Jan/18,9:30,12:30,2018-01-06,CI,Cuverville Island,Cuverville Island,-64.67100,-62.61100,64°40.2’S,62°38.4’W,-64.6672,-62.6344,GA,G Adventures,,7.5,10.16,1,3,"CC1531002_20180106_124720.csv,CC1531002_20180106_125247.csv,CC1531002_20180106_125605.csv",0,,Net sample #7,1,1,sample_016,NA,,
FP_PH_20180106_1,2017 2018,2,2018,01,06,6/Jan/18,16:15,19:15,2018-01-06,PH,Paradise Harbour/Base Brown,Paradise Harbour,-64.91200,-62.86200,64°53.27,062°51.78,,,GA,G Adventures,,4.75,6.43,1,3,"CC1531002_20180106_192955.csv,CC1531002_20180106_193306.csv,CC1531002_20180106_193756.csv,",0,,,,1,sample_059,NA,,
